Category,Outbreak,Location,Lat,Long,Date,Cases,Fatalities,Impact Scale,Source Citation,Source
Polio,Polio,"Pakistan (North Waziristan, FATA)",32.32024,69.85974,1/2014-2/2014,6,,Isl,"Global Polio Eradication Initiative. ""Polio this week - as of 5 February 2014."" February 7, 2014.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
Polio,Polio,Pakistan (Karachi),24.89338,67.02806,2/2014,1,,Isl,"Global Polio Eradication Initiative. ""Polio this week - as of 5 February 2014."" February 7, 2014.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
Measles,Measles,Panama,8.537981,-80.782127,5/2011,3,,2nd,"Winner, Don . ""Three Cases of Measles Detected in Panama."" Panama-Guide, May 18, 2011.",http://www.panama-guide.com/article.php/20110518185211355
Measles,Measles,Papua New Guinea,-6.31499,143.95555,10/2013,2,,Isl,"Radio New Zealand. ""Three Boys Infected in Papua New Guinea Outbreak,"" October 22, 2013. ",http://www.rnzi.com/pages/news.php?op=read&id=80010
Measles,Measles,Philippines,12.87972,121.77402,01/2008-12/2008,874,,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,Philippines,12.87972,121.77402,01/2009-12/2009,1485,,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,Philippines,12.87972,121.77402,01/2012-06/2012,672,,Epd,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,Philippines,14.879721,121.774017,1/2011-3/2011,2000,5,Epd,"Aragones, Sol . ""Over 2,000 measles cases in Jan-March."" abc-cbnNEWS.com, April 5, 2011.",http://www.abs-cbnnews.com/lifestyle/04/05/11/over-2000-measles-cases-jan-march
Measles,Measles,Philippines,13.546421,121.774017,1/2010-4/2010,1794,,Epd,"Naval, Gerard. ""Measles cases rise more than 300 percent."" Malaya, May 21, 2010.",http://www.malaya.com.ph/05212010/metro6.html
Measles,Measles,Philippines,12.879721,121.774017,2/2010,669,,Epd,"Herriman, Robert. ""Philippine health authorities on heightened alert over measles outbreak."" examiner.com, February 24, 2010.",http://www.examiner.com/infectious-disease-in-national/philippine-health-authorities-on-heightened-alert-over-measles-outbreak
Measles,Measles,Philippines,14.60905,121.02226,1/2013-12/2013,1724,75,Epd,"GMA News. ""San Lazaro Hospital fills up with measles cases as outbreak continues."" January 3, 2014.",http://www.gmanetwork.com/news/story/342340/news/metromanila/san-lazaro-hospital-fills-up-with-measles-cases-as-outbreak-continues
Other,Typhoid Fever,Philippines (Cebu Province),10.3157,123.88544,3/2012,999,4,Epd,"Sun Star. ""Nearly 1,000 show signs of typhoid."" March 7, 2012.",http://www.sunstar.com.ph/cebu/local-news/2012/03/07/nearly-1000-show-signs-typhoid-209922
Measles,Measles,Philippines (Western Visayas),10.64074,122.96896,1/2012-7/2012,51,,Epd,"Sun Star Bacolod. ""Bacolod measles cases highest in region."" July 20, 2012.",http://www.sunstar.com.ph/bacolod/local-news/2012/07/20/bacolod-measles-cases-highest-region-233018
Measles,Measles,Philippines (Central Visayas),9.944251,123.617577,1/2011-3/2011,7,,Clst,"Travel Health Service, ""Philippines: Measles,"" February 28, 2011.",http://www.travelhealth.gov.hk/english/outbreaknews/2011/ond28february2011.html#3917
Measles,Measles,Philippines (Cordillera Administrative Region),17.437496,121.07937,1/2011-2/2011,95,,Epd,"Dar, Lito. ""DOH confirms increase in measles cases."" Baguio News, March 19, 2011.",http://www.baguionews.net/news/index.php?option=com_content&view=article&id=5206:doh-confirms-increase-in-measles-cases&catid=1:baguio-news&Itemid=9
Measles,Measles,Philippines (Kalibo),11.70611,122.36444,8/2013,15,,Clst,"PhilStar. ""Kalibo under state of calamity over measles oubreak."" September 5, 2013.",http://www.philstar.com/nation/2013/09/05/1175381/kalibo-under-state-calamity-over-measles-outbreak
Measles,Measles,Philippines (Cordillera Administrative Region),16.437496,121.07937,2010,476,,Epd,"Dar, Lito. ""DOH confirms increase in measles cases."" Baguio News, March 19, 2011.",http://www.baguionews.net/news/index.php?option=com_content&view=article&id=5206:doh-confirms-increase-in-measles-cases&catid=1:baguio-news&Itemid=9
Measles,Measles,Philippines (Davao City),7.064444,125.607778,1/2011,30,3,2nd,"Howard, Caroline. ""Measles, leptospirosis cases in Philippines rising."" abc-cbnNEWS.com, November 11, 2010.",http://www.abs-cbnnews.com/nation/11/11/10/measles-leptospirosis-cases-philippines-rising
Measles,Measles,Philippines (Lloiloa),10.74697,122.49756,9/2011,2,,Clst,"Sun Star""Health office reports ‘clustering’ of measles cases,"" October 7, 2011.",http://www.sunstar.com.ph/iloilo/local-news/2011/10/07/health-office-reports-clustering-measles-cases-183580
Measles,Measles,Phillipines (Metro Minila),14.60905,121.02226,11/2011,15,,Clst,"Ramos-Araneta, Macon . ""Health dept alarmed over measles cases in 5 cities."" Manila Standard Today, November 11, 2011.",http://www.manilastandardtoday.com/insideMetro.htm?f=2011/november/11/metro2.isx&d=2011/november/11
Measles,Measles,Phillipines,13.71004,122.31079,1/2011-12/2011,6538,,Epd,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
Measles,Measles,Philippines (Olongapo City),14.8762,120.29517,1/2014,80,1,Clst,"InterAksyon. ""Measles Outbreak Declared in Olongapo City."" January 16, 2014",http://www.interaksyon.com/article/78820/measles-outbreak-declared-in-olongapo-city
Measles,Measles,Poland,51.919438,19.145136,1/2008-12/2009,214,,Epd,"Rogalska, J. ""Spotlight on measles 2010: An epidemiological overview of measles outbreaks in Poland in relation to the measles elimination goal."" Eurosurveillance 15, no. 17 (2010).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19549
Measles,Measles,Poland,52.22968,21.01223,11/2011-10/2012,49,,Clst,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.
",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
Rubella,Rubella,Poland,52.50953,16.12793,11/2011-10/2012,5403,,Epd,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.
",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
Rubella,Rubella,Poland,53.35931,20.41955,1/2013-12/2013,39122,,Epd,"Tinder, Paul. ""ECDC reports 12,096 measles cases in EU last year."" Vaccine News Daily. 
January 10, 2014.",http://vaccinenewsdaily.com/medical_countermeasures/329245-ecdc-reports-12096-measles-cases-in-eu-last-year/
Measles,Measles                                       ,Portugal                                        ,39.399872,-8.224454,10/2008,1,,Isl,"Giria, M. ""Report on the measles situation in Portugal."" Eurosurveillance 13, no. 42 (2008).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19010
Polio,Polio,Republic of Congo,-0.228021,15.827659,11/2010,120,58,Epd,"World Health Organization. ""Polio in Congo."" November 4, 2010.",http://www.who.int/csr/don/2010_11_04a/en/index.html
Polio,Polio,Republic of Congo,-0.228021,15.827659,11/2010,184,85,Epd,"World Health Organization. ""Polio in Congo - update."" November 9, 2010.",http://www.who.int/csr/don/2010_11_09/en/index.html
Measles,Measles,Republic of Congo,-4.26667,15.28333,1/2013-12/2013,900,,Epd,"Xinhua News. ""Congo : Plus de 900 cas de rougeole détectés en 2013."" Afriquinfos. December 18, 2013.",http://afriquinfos.com/articles/2013/12/18/congo-plus-rougeole-detectes-2013-240302.asp
Measles,Measles,Romania,45.94316,24.96676,1/2011-12/2011,4189,,Epd,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
Measles,Measles,Romania,45.70618,26.08154,11/2011-10/2012,4154,,Epd,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
Rubella,Rubella,Romania (Salaj),47.20908,23.21219,9/2011-1/2012,1840,,Epd,"Janta D, et al. ""Ongoing rubella outbreak among adolescents in Salaj, Romania, September 2011–January 2012."" Euro Surveillance, Vol. 17 No. 7, 2012.",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=20089
Rubella,Rubella,Romania,46.87521,25.75195,11/2011-10/2012,24272,,Epd,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
Polio,Polio,Russia,61.52401,105.318756,6/2010,7,,2nd,"Radio Free Europe/Radio Liberty. ""Russia Confirms First Polio Cases In 15 Years."" June 23, 2010.",http://www.rferl.org/content/Russia_Confirms_First_Polio_Cases_In_15_Years/2080022.html
Measles,Measles,Russia,48.7,44.51667,2/2012,100,1,Epd,"LifeNews. ""A measles outbreak in southern Russia has affected 100 people and caused one death."" February 6, 2012.",http://www.lifenews.ru/news/81474
Measles,Measles,Russia (Amur),54.603507,127.480172,4/2010,55,,Epd,"Ampravada, ""Корь распространилась по Хэйхэ,"" March 15, 2010.",http://www.ampravda.ru/2010/05/20105/025862.html
Measles,Measles,Russia (Adygea),44.82292,40.17545,10/2013,11,,Isl,"Adygea TV. ""В Адыгее зарегистрировано 11 случаев заболевания корью,"" October 18, 2013.",http://www.adygtv.ru/6624/
Measles,Measles,Russia (Astrakhan),46.354889,48.052719,7/2011,17,,Clst,"Russian South, ""In Astrakhan, recorded outbreak of measles. In Astrakhan,"" July 1, 2011.",http://www.eng.russ-yug.ru/article/6135/
Measles,Measles ,Russia (Astrakhan),46.36667,48.08333,1/2013-11/2013,148,,Epd,"Kavkasz-uzel. ""Роспотребнадзор: за 11 месяцев 2013 года в Астраханской области зарегистрированы 148 случаев заболевания корью."" December 6, 2013.
",http://www.kavkaz-uzel.ru/articles/234681/
Measles,Measles,Russia (Chechnya),43.40233,45.71875,1/2012,25,,Clst,"The Caucasian Knot. ""Measles outbreak in Chechnya."" January 12, 2012",http://www.kavkaz-uzel.ru/articles/199078/
Measles,Measles,Russia (Chelyabinsk),55.17453,61.42668,9/2013-10/2013,38,,Clst,"Interfax Rossiya, ""Врачи отмечают рост случаев заболевания корью в Челябинской области."" October 25, 2013.",http://www.interfax-russia.ru/Ural/news.asp?id=445472&sec=1671
Measles,Measles,Russia (Izhevsk),56.83333,53.18333,4/2012,6,,Clst,"The Moscow Post. ""Outbreak of measles in Izhevsk city,"" April 10, 2012.",http://moscow-post.ru/news/society/v_izhevske_zafiksirovana_vspyshka_kori53278/
Measles,Measles,Russia (Dagestan),42.14319,47.09498,1/2013-11/2013,120,,Clst,"Ria Dagestan. ""Эпидемическая ситуация по кори в Дагестане резко осложнилась."" December 2, 2013.",http://www.riadagestan.ru/news/health/epidemicheskaya_situatsiya_po_kori_v_dagestane_rezko_oslozhnilas/
Measles,Measles,Russia (Zeelenograd),55.98644,37.20211,2/2013-4/2013,20,,Clst,"Zelenograd News Agency. ""В Зеленограде вспышка кори — более 20 больных и несколько очагов инфекции,"" April 17, 2013.",http://www.zelenograd.ru/news/8906/
Measles,Measles,Russia (Moscow),55.75124,37.61842,1/2013-6/2013,136,,Epd,"Inmosreg.ru. ""Заболеваемость корью выросла в МО за год в 1,4 раза - Роспотребнадзор."" July 18, 2013.",http://inmosreg.ru/happen_news_society/20130718/600574464.html
Measles,Measles,Russia (Smolensk),54.78333,32.05,12/2013,3,,Clst,"Zdorovye. ""В Смоленской области предотвращена эпидемия кори."" December 15, 2013.",bit.ly/1a25EnI
Measles,Measles,Russia (Izhevsk),56.82418,53.19432,12/2013,12,,2nd,"Izvestia. ""12 человек были госпитализированы с подозрением на корь в Удмуртии в 2013 году."" December 19, 2013.",http://www.izvestiaur.ru/news/view/8222701.html
Other,Meningitis,Russia (Kaliningrad),54.7,20.5,1/2010,10,,Clst,"Klops. ""В Калининграде участились случаи заболевания менингококковой инфекцией."" April 20, 2010.",http://www.klops.ru/news/22479.html
Measles,Measles,Russia (Krasnoyarsk),56.001251,92.88559,1/2011,9,,Clst,"newlab.ru, ""Красноярцев призвали не отказываться от профилактических прививок ,"" January 26, 2011.",http://www.newslab.ru/news/360479
Measles,Measles                                        ,Russia (Krasnoyarsk)                 ,56.001251,92.88559,5/2009,4,,2nd,"CAH, ""В Красноярской больнице зафиксирована вспышка кори у медперсонала,"" March 19, 2010.",http://krsk.sibnovosti.ru/health/75436-v-krasnoyarskoy-bolnitse-zafiksirovana-vspyshka-kori-u-medpersonala
Measles,Measles,Russia (Kursk region),51.7634,35.38118,1/2014,78,,Clst,"The Moscow Times. ""Measles Outbreak in Kursk Region Linked to Religious Parents."" January 17, 2014",http://www.themoscowtimes.com/news/article/measles-outbreak-in-kursk-region-linked-to-religious-parents/492912.html
Other,Streptococcus suis,Russia (Moscow),55.755786,37.617633,4/2010,930,,Epd,"Herriman, Robert. ""Disease outbreaks for the week of April 25, 2010 ."" examiner.com, April 25, 2010.",http://www.examiner.com/infectious-disease-in-national/disease-outbreaks-for-the-week-of-april-25-2010
Measles,Measles,Russia (Murmansk),68.99307,33.11845,1/2012,2,,Clst,"Komsomolskaya Pravda. ""Measles arrives in Murmansk -- capital of the Arctic"". January 31, 2012.",http://murmansk.kp.ru/online/news/1071779/
Measles,Measles,Russia (Rostov)            ,57.18333,39.41667,10/2011,21,,Clst,"Rostov-na-Donu Times , ""На Дону зафиксирована вспышка кори: среди заболевших 20 детей ,"" November 15, 2011.",http://rostov-times.ru/stories/1226
Other,Chicken Pox,Russia (Ryazan)            ,54.62466,39.738571,5/2009,2304,,Epd,"Abhishek. ""ChickenPox - Russia."" UBAlert, May 9, 2009.",http://www.ubalert.com/a/4990
Measles,Measles,Russia (Rybinsk),58.05,38.83333,3/2012,9,,Clst,"Novosti Yaroslavlya. ""Measles outbreak in Rybinsk."" March 29, 2012",http://www.yar.aif.ru/health/news/53603
Measles,Measles,Russia (St. Petersburg,60.07624,30.12138,1/2012,31,,Clst,"INFOX.re. ""Measles outbreak in St. Petersburg"". February 1, 2012.",http://www.infox.ru/03/body/2012/01/31/V_Pyetyerburgye_____.phtml
Measles,Measles,Russia (Stavropol),45.05,41.96667,10/2013,27,,Clst,"Stavropol TV, ""Вспышка кори на Ставрополье."" November 1, 2013.",http://www.stavropolye.tv/medical/view/62702
Measles,Measles,Russia (Tatarstan),55.18024,50.72639,1/2013-7/2013,720,,Epd,"Kazan News Agency. ""В Казани принимаются меры против общероссийской вспышки заболеваемости корью."" September 18, 2013.",http://www.kzn.ru/news/40949-v-kazani-prinimayutsya-mery-protiv-obscherossijskoj-vspyshki-zabolevaemosti-koryu
Measles,Measles,Russia (Voronezh),51.65,39.2,12/2011,5,,Clst,"Long Forgotten Disease. Argumenti i Facti. December 28, 2011.",http://voronezh.aif.ru/issues/862/02_03
Measles,Measles,Rwanda (Nyarurguru ),-2.662764,29.464359,11/2010,2,,Clst,"Ntambara, Paul . ""Rwanda: Suspected Cases of Measles Reported in Nyaruguru."" all Africa, November 13, 2010.",http://allafrica.com/stories/201011150506.html
Other,Typhoid Fever,Samoa,-13.91341,-171.73494,4/2012,10,,Clst,"Radio New Zealand International. ""Typhoid outbreak at Samoa prison."" April 19, 2012.",http://www.rnzi.com/pages/news.php?op=read&id=67630
Measles,Measles,Senegal,13.98738,-12.86499,1/2010-4/2010,560,,Epd,"UNICEF, ""Measles outbreaks threaten progress in child mortality in west and central Africa,"" April 22, 2010.",http://www.unicef.org/media/media_53399.html
Measles,Measles,Senegal,14.4974,-14.45236,1/2009-12/2009,1429,,Epd,"William j. Moss, Diane E. Griffin. ʺMeasles.ʺ The Lancet. January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Polio,Polio,Senegal,15.497401,-14.452362,1/2010,18,,Clst,"World Health Organization. ""Polio reported cases."" September 23, 2011.",http://apps.who.int/immunization_monitoring/en/globalsummary/timeseries/tsincidencepol.htm
Measles,Measles,Serbia,44.016521,21.005859,1/2011-4/2011,300,,Epd,"Center for Disease Control and Prevention , ""In the News 2011 Measles Update,"" June 23, 2011",http://wwwnc.cdc.gov/travel/destinations/serbia.htm
Mumps,Mumps,Serbia,45.26223,19.85186,1/2012-4/2012,119,,Epd,"Eurosurveillance. ""Ongoing mumps outbreak in Novi Sad, the Autonomous Province of Vojvodina, January to April 2012,"" May 10, 2012.",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=20169
Other,Cholera,Sierra Leone,8.84165,-11.72241,1/2012-8/2012,10800,176,Epd,"Aljazeera, ""Sierra Leone hit by cholera outbreak,"" August 16, 2012.",http://www.aljazeera.com/news/africa/2012/08/2012816173953690645.html
Measles,Measles,Sierra Leone,8.460555,-11.779889,1/2010-4/2010,351,1,Epd,"UNICEF, ""Measles outbreaks threaten progress in child mortality in west and central Africa,"" April 22, 2010.",http://www.unicef.org/media/media_53399.html
Measles,Measles,Singapore,1.35208,103.81984,01/2008-12/2008,18,,Clst,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,Singapore,1.35208,103.81984,01/2009-12/2009,16,,Clst,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,Singapore,1.35208,103.81984,01/2010-12/2010,54,,Clst,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,Singapore,1.35208,103.81984,01/2011-12/2011,143,,Clst,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,Singapore,1.35208,103.81984,01/2012-06/2012,21,,Clst,"UNICEF. ""Eighty-six percent decline in measles cases brings Western Pacific Region closer than ever to measles elimination."" September 12, 2012.",http://www.unicef.org/media/media_65821.html
Measles,Measles,Singapore,1.28009,103.85095,12/2013-1/2014,7,,Isl,"Vimita Mohandas. ""7 notified cases of measles from Dec 29 to Jan 11"" Channel NewsAsia. January 20, 2014.",http://www.channelnewsasia.com/news/singapore/7-notified-cases-of/961126.html
Measles,Measles,Singapore,1.28009,103.85095,1/2014,1,,Isl,"Poh Lian Lim. ""Measles Update."" ProMEDmail, January 16, 2014",http://www.promedmail.org/direct.php?id=2184072
Measles,Measles,Slovenia,46.151241,14.995463,3/2010,3,,2nd,"Grgic-Vitek , M. ""Spotlight on measles 2010: A cluster of measles in a hospital setting in Slovenia, March 2010."" Eurosurveillance 15, no. 20 (2010).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19573
Rubella,Rubella,Solomon Islands,-9.64571,160.15619,5/2012,6,,Clst,"Radio New Zealand International. ""Solomons rubella outbreak prompts vaccination call."" May 9, 2012.",http://www.rnzi.com/pages/news.php?op=read&id=68066
Measles,Measles,Somalia (Somaliland),9.98699,45.29939,1/2013,52,,Clst,"Sabahi, ""Somaliland government works to contain measles outbreak,"" January 15, 2013.",http://sabahionline.com/en_GB/articles/hoa/articles/newsbriefs/2013/01/15/newsbrief-05
Measles,Measles,Somalia,5.15215,46.19962,1/2012-5/2012,4288,,Epd,"Medecins Sans Frontieres, ""Somalia: Steep increase in measles cases,"" June 8, 2012.",http://www.msf.org/msf/articles/2012/06/somalia-increase-in-measles-cases.cfm
Measles,Measles,Somalia,5.152149,46.199616,1/2011-12/2011,17298,,Epd,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
Measles,Measles,Somalia (Leego),2.716667,44.516667,11/2010,30,19,Epd,"Net News Publisher, ""Measles Outbreak Kills Nearly 19 Children in Southern Somalia,"" November 10, 2010.",http://www.netnewspublisher.com/measles-outbreak-kills-nearly-19-children-in-southern-somalia/
Measles,Measles,Somalia (South),5.152149,46.199616,5/2011,4,4,Clst,"Desloovere, Peter. World Health Organization . ""Somali Health response update."" October 1, 2011.",http://reliefweb.int/sites/reliefweb.int/files/resources/EHA_weekly1-7October_011.pdf
Polio,Polio,Somalia,2.03333,45.35,5/2013-11/2013,183,,Epd,"Global Polio Eradication Initiative. ""Polio this week - as of 08 January 2014."" January 8, 2014.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
Measles,Measles,South Africa,-31.559482,22.937506,2/2010,4806,,Epd,"Integrated Regional Information Networks . ""South Africa SOUTH AFRICA: Measles outbreak spreading ."" ReliefWeb, February 10, 2010.",http://www.reliefweb.int/rw/rwb.nsf/db900SID/MYAI-82N495?OpenDocument
Measles,Measles,South Africa,-30.50977,23.00168,1/2010-12/2010,24393,,Epd,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,South Africa,-32.84267,26.19141,1/2009-12/2009,2510,,Epd,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet.
January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,South Africa,-30.55058,23.01833,1/2008-12/2008,36,,Clst,"William j. Moss, Diane E. Griffin. ""Measles."" The Lancet. January 14, 2012.",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles                                 ,South Africa (Gauteng)             ,-26.270759,28.112268,10/2009,1034,,Epd,"Times LIVE. ""Measles outbreak in South African prison."" UB Alert, October 27, 2009.",http://www.ubalert.com/a/11496
Measles,Measles                                       ,South Africa (Gauteng)                 ,-32.270759,28.112268,4/2009,5,,Clst,"Birgitt. ""Wüstenschiff • Thema anzeigen - Masern - Impfung empfohlen."" ► Wüstenschiff - Das Sahara-Forum ◄ .",http://wuestenschiff.ch/phpbb/viewtopic.php?p=8727
Measles,Measles                                      ,South Africa (Johannesburg)      ,-29.204103,28.047305,9/2009,48,,Epd,"News24, ""Measles outbreak in Joburg,"" September 29, 2009.",http://www.news24.com/SouthAfrica/News/Measles-outbreak-in-Joburg-20090929
Measles,Measles                                           ,South Africa (Pretoria)              ,-30.73134,28.21837,9/2009,97,,Epd,"Langa, Lungi. ""South Africa: High Alert as Measles Spreads."" all Africa, September 1, 2009.",http://allafrica.com/stories/200909020719.html
Measles,Measles,Sudan (North Darfur),15.7661969,24.9042208,1/2012-11/2012,77,,Epd,"""Sudan: 77 Measles Cases Registered in North Darfur,"" all Africa, November 6, 2012.",http://allafrica.com/stories/201211060061.html
Measles,Measles,Sudan,17.30869,29.9707,1/2011-12/2011,5616,,Epd,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
Measles,Measles,Sudan (East Darfur),14.37827,24.90422,8/2013,2,2,Clst,"Karinka, Abu. ""Measles kills two displaced people in East Darfur."" Radio Dabanga. August 29, 2013.",http://www.radiodabanga.org/node/55293
Whooping Cough,Whooping Cough,Sudan (North Darfur),15.7662,24.90422,10/2013,58,2,Epd,"Radio Dabanga, ""Whooping Cough Outbreak and measles cases in Darfur."" November 2, 2013. ",https://www.radiodabanga.org/node/58229
Measles,Measles,South Sudan (Unity State),8.927721,29.788925,1/2011,91,4,Epd,"Taban Kuich, Bonifacio. ""Measles kills four and affect 91 children in Unity state."" Sudan Tribune, January 20, 2011.",http://www.allvoices.com/s/event-7940444/aHR0cDovL3N1ZGFudHJpYnVuZS5jb20vTWVhc2xlcy1raWxscy1mb3VyLWFuZC1hZmZlY3QtOTEsMzc2ODk=
Polio,Polio,South Sudan,8.53604,26.79678,9/2013,3,,Isl,"Global Polio Eradication Initative. ""Polio this week - As of 23 October 2013."" October 23, 2013.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
Measles,Measles,Spain,40.463667,-3.74922,2/2010,65,,Epd,"Europa Press. ""Sanidad detecta un brote de sarampión en Jumilla (Murcia), con 65 casos registrados desde finales de febrero."" 20minutos.es, April 28, 2010.",http://www.20minutos.es/noticia/690697/0/
Measles,Measles,Spain (Granada),37.9976487,-3.597929,11/2010,20,,2nd,"La epidemia de sarampión en la capital se eleva a 20 casos. Granada Digital, November 9, 2010.",http://granadadigital.com/la-epidemia-de-sarampion-en-la-capital-se-eleva-a-20-casos-58165/
Measles,Measles,Spain (Granada),37.176487,-3.597929,11/2010,46,,Epd,"Publicado. ""El brote de sarampión en Granada registra 46 personas contagiadas."" TelePresna, November 25, 2010.",http://www.teleprensa.es/granada-noticia-258987-El-brote-de-sarampi26oacute3Bn-en-Granada-registra-46-personas-contagiadas.html
Measles,Measles,Spain (Andalusia),37.544271,-4.727753,1/2011-8/2011,1759,,Epd,"Cortes J.M. Mayoral, Morilla E. Perez, Garcia V. Gallardo, Mari J.M. Navarro, Ruiz M. Perez, Hermosilla R., Diaz-Borrego J., and Romero E. Rodriguez, ""Measles Outbreak in Andalusia, Spain, January to August 2011,"" Eurosurveillance, 17, no. 42 (2012).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19746
Measles,Measles,Spain (Seville),37.998264,-5.996295,1/2011-4/2011,785,,Epd,"Alarma por un brote de sarampión en Sevilla. LAInformacion, April 28, 2011.",http://noticias.lainformacion.com/salud/enfermedades/alarma-por-un-brote-de-sarampion-en-sevilla_a0Yy4jhJtmlUWqeJ0FQkr/
Measles,Measles,Spain (Aragon),41.597628,-0.905662,3/2011-5/2011,20,,Clst,"Zargoza, F.M.H. ""Un brote europeo de sarampión deja 20 casos en Aragón."" El Periodico de Aragon, May 29, 2011.",http://www.elperiodicodearagon.com/noticias/noticia.asp?pkid=675693
Measles,Measles,Spain (Seville),37.38264,-5.426295,4/2011-5/2011,77,,Epd,"MD Travel Health - Spain - vaccinations, malaria, safety, and other medical advice. MD Travel Health.",http://www.mdtravelhealth.com/destinations/europe/spain.php
Measles,Measles,Spain (Asturias),43.250439,-5.983258,5/2011,4,,Clst,"Alvarez, Pablo . ""Salud investiga un posible brote de sarampión en el área del Caudal ."" La Nueva España, May 18, 2011.",http://www.lne.es/sociedad-cultura/2011/05/18/salud-investiga-posible-brote-sarampion-area-caudal/1076407.html
Measles,Measles,Spain (Canary Islands),28.291564,-16.62913,5/2011,25,,2nd,"European Centre for Disease Prevention and Control,. ""European monthly measles monitoring."" Surveillance Report 3 (2011): 11.",http://ecdc.europa.eu/en/publications/Publications/1109_European_monthly_measles_monitoring_August_2011.pdf
Measles,Measles,Spain (Alicante),38.34521,-0.48099,6/2011-9/2011,21,,Epd,"El Mundo (Valencia ), ""El sarampión rebrota en Valencia,"" January 10, 2011.",http://www.elmundo.es/elmundo/2011/09/30/valencia/1317396546.html
Measles,Measles,Spain (Valencia),39.47024,-0.3768,6/2011-9/2011,51,,Epd,"El Mundo.es, ""El sarampión rebrota en Valencia,"" January 10, 2011.",http://www.elmundo.es/elmundo/2011/09/30/valencia/1317396546.html
Measles,Measles,Spain (Galicia),42.57506,-8.13386,7/2011,7,,Clst,"Rey, Jacobo. ""A trip to Italy in June caused the largest outbreak of measles in Galicia since 1996"". El Progreso. January 6, 2012",http://elprogreso.galiciae.com/nova/142138.html
